acct primary site function,acct manufacturing model,acct target industry,contact/lead title,QAL ID,contact/lead id,next_stage__c,Priority,acct territory rollup,acct tier rollup,solution,solution_rollup,last tactic campaign channel,qal cohort date
,,Non-Life Science,,a0dPQ000003rNsnYAE,003PQ00000odMVKYA2,Recycled,P1 - Contact Us,Americas,Small,Mx,Mx,Directory Listing,2025-03-11
Nutraceutical manufacturing,In-House,Pharma & BioTech,,a0dPQ000003rPwDYAU,003PQ00000odP4zYAE,SQL,P1 - Contact Us,EMEA,Medium,Qx,Qx,Online Ads,2025-03-11
Not Enough Info Found,In-House,Non-Life Science,QUALITY Manager,a0dPQ000003rOSHYA2,003PQ00000odcBvYAI,SQL,P1 - Contact Us,Americas,Medium,Quality,Qx,Direct/Inbound,2025-03-11
,,Non-Life Science,,a0dPQ000003rH0zYAE,003PQ00000odg10YAA,Recycled,P1 - Video Demo,Japan,Medium,Qx,Qx,SEO,2025-03-11
Not Enough Info Found,In-House,Medical Device,,a0dPQ000003v397YAA,003PQ00000oeCLpYAM,Recycled,Priority 2,EMEA,Medium,Qx,Qx,SEO,2025-03-17
Not Enough Info Found,In-House,Medical Device,,a0dPQ000004I5q9YAC,003PQ00000oeCLpYAM,Recycled,Priority 2,EMEA,Medium,Qx,Qx,SEO,2025-04-24
Generics manufacturing,In-House,Pharma & BioTech,,a0dPQ000003rUnpYAE,003PQ00000oeUSRYA2,Recycled,P1 - Contact Us,,Medium,MISSING/BLANK,Qx,SEO,2025-03-11
Tissue products,In-House,Medical Device,"Senior Staff, Regulatory Affairs, International Specialist",a0dPQ000003ttADYAY,003PQ00000oednTYAQ,Recycled,P1 - Contact Us,Americas,Medium,Regulatory,Qx,Direct/Inbound,2025-03-14
Not Enough Info Found,Original Equipment Manufacturing,Non-Life Science,Corporate Marketing Data Analyst,a0dPQ000003rVojYAE,003PQ00000oemCcYAI,Recycled,P1 - Video Demo,Americas,Large,Qx,Qx,Online Ads,2025-03-11
Implantable devices,In-House,Medical Device,"Associate Manager, Regulatory Affairs",a0dPQ000003s8JpYAI,003PQ00000oen3eYAA,Recycled,Priority 2,Americas,Large,Qx,Qx,Online Ads,2025-03-12
,,Non-Life Science,,a0dPQ000003rZifYAE,003PQ00000ofAxuYAE,Recycled,P1 - Video Demo,,Small,Qx,Qx,Online Ads,2025-03-11
Vaccines,CDMO,Pharma & BioTech,,a0dPQ000003rllRYAQ,003PQ00000og1MTYAY,SQL,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2025-03-11
Non-manufacturing organization,Not Enough Info Found,Non-Life Science,Water Superintendent,a0dPQ000003rcVFYAY,003PQ00000og9OfYAI,SQL,P1 - Contact Us,Americas,Medium,Regulatory,Qx,Direct/Inbound,2025-03-11
,,Non-Life Science,"Principal Consultant, Professional Services",a0dPQ000003sQYTYA2,003PQ00000ogcaNYAQ,Recycled,Priority 2,EMEA,Medium,Quality,Qx,SEO,2025-03-12
,,Non-Life Science,,a0dPQ000003s2r7YAA,003PQ00000ohW33YAE,Recycled,P1 - Website Pricing,EMEA,Small,MISSING/BLANK,Qx,SEO,2025-03-12
Oral solid dosage (OSD),CDMO,Pharma & BioTech,Senior Validation Specialist,a0dPQ000003umQ1YAI,003PQ00000ohaRhYAI,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2025-03-17
Small-molecule API,In-House,Pharma & BioTech,,a0dPQ000003sYMLYA2,003PQ00000oinrSYAQ,Recycled,P1 - Webinar Demo,Americas,Large,Mx,Mx,Online Ads,2025-03-12
,,Non-Life Science,,a0dPQ000003xnm9YAA,003PQ00000ojIooYAE,Recycled,Priority 2,EMEA,Small,Mx,Mx,Email,2025-03-21
,,Non-Life Science,,a0dPQ000005UjhZYAS,003PQ00000ojIooYAE,Recycled,Priority 2,EMEA,Small,Ax,Qx,Email,2025-06-16
,,Blood & Biologics,,a0dPQ000003s2pVYAQ,003PQ00000okEpbYAE,SQL,P1 - Website Pricing,EMEA,Small,MISSING/BLANK,Qx,SEO,2025-03-12
Sterile injectables,CMO,Pharma & BioTech,,a0dPQ000003s9xRYAQ,003PQ00000oln0TYAQ,Recycled,P1 - Webinar Demo,EMEA,Medium,Mx,Mx,Direct/Inbound,2025-03-12
Oral solid dosage (OSD),Not Enough Info Found,Pharma & BioTech,Quality Assurance Specialist,a0dPQ000003stvRYAQ,003PQ00000olocTYAQ,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2025-03-13
,,Medical Device,,a0dPQ000003sQLZYA2,003PQ00000onoLRYAY,Exclude,Priority 2,APAC & Oceania,Medium,Qx,Qx,Direct/Inbound,2025-03-12
Not Enough Info Found,In-House,Non-Life Science,Logistics Coordinator,a0dPQ000003sQ73YAE,003PQ00000ontHtYAI,SQL,P1 - Video Demo,Americas,Medium,Qx,Qx,SEO,2025-03-12
Diagnostic Equipment,In-House,Non-Life Science,Electronic Technician,a0dPQ000003sUc5YAE,003PQ00000oo1CDYAY,Recycled,P1 - Contact Us,Americas,Small,Qx,Qx,Directory Listing,2025-03-12
Medical cannabis formulation,CDMO,Pharma & BioTech,Manufacturing,a0dPQ000003t5F3YAI,003PQ00000opoHLYAY,SQL,P1 - Contact Us,Americas,Small,MISSING/BLANK,Qx,Direct/Inbound,2025-03-13
Vaccines,In-House,Pharma & BioTech,"Manager, Quality Assurance Compliance",a0dPQ000003wzvpYAA,003PQ00000oqFZIYA2,Recycled,Priority 2,APAC & Oceania,Medium,Qx,Qx,Email,2025-03-20
,,Pharma & BioTech,,a0dPQ000003syALYAY,003PQ00000oqJrOYAU,Recycled,P1 - Video Demo,Americas,Small,Qx,Qx,Online Ads,2025-03-13
Implantable devices,In-House,Medical Device,"Sr. Manager, Quality Control",a0dPQ000004rDeLYAU,003PQ00000oqMywYAE,Recycled,Priority 2,Americas,Medium,Mx,Mx,External Demand Gen,2025-05-29
Oral solid dosage (OSD),CDMO,Pharma & BioTech,"Director, Biologics",a0dPQ000003t02TYAQ,003PQ00000orDwpYAE,Recycled,Priority 2,Americas,Medium,Mx,Mx,Online Ads,2025-03-13
Cosmetics manufacturing,In-House,Pharma & BioTech,,a0dPQ000003sqazYAA,003PQ00000osMQ9YAM,SQL,P1 - Contact Us,EMEA,Medium,Qx,Qx,Online Ads,2025-03-13
,,Non-Life Science,,a0dPQ000003szPlYAI,003PQ00000ossJZYAY,Recycled,P1 - Video Demo,,Small,Qx,Qx,Online Ads,2025-03-13
,,Non-Life Science,Quality Engineer,a0dPQ000003t0thYAA,003PQ00000ostHVYAY,Recycled,P1 - Website Pricing,Americas,Medium,Qx,Qx,Online Ads,2025-03-13
Non-manufacturing organization,Services / Consulting,Non-Life Science,,a0dPQ000003t38PYAQ,003PQ00000ostvbYAA,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Online Ads,2025-03-13
Diagnostic Equipment,Not Enough Info Found,Medical Device,,a0dPQ000003t3YDYAY,003PQ00000otVbDYAU,Recycled,P1 - Video Demo,EMEA,Medium,Qx,Qx,Direct/Inbound,2025-03-13
,,Pharma & BioTech,,a0dPQ000003xNZxYAM,003PQ00000otqfnYAA,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2025-03-20
Not Enough Info Found,In-House,Non-Life Science,"Physics Metrology, Disciplinary Engineering & Science Senior Engineer",a0dPQ000003tpZdYAI,003PQ00000ou2dRYAQ,Recycled,Priority 2,Americas,Large,Qx,Qx,Online Ads,2025-03-14
,,Non-Life Science,Instructional Designer,a0dPQ000003t9NVYAY,003PQ00000oudQ6YAI,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2025-03-13
Specialty Chemical Manufacturing,In-House,Pharma & BioTech,,a0dPQ000003tbBhYAI,003PQ00000ovt4bYAA,Recycled,P1 - Webinar Demo,,Medium,Qx,Qx,Email,2025-03-14
Sterile injectables,CDMO,Pharma & BioTech,VP Quality and Regulatory,a0dPQ000007gjpVYAQ,003PQ00000ow7vsYAA,Recycled,Priority 2,Americas,Medium,Mx,Mx,External Demand Gen,2025-08-14
,,Non-Life Science,,a0dPQ000003tNyLYAU,003PQ00000owS2LYAU,Recycled,P1 - Contact Us,Americas,Small,Quality,Qx,SEO,2025-03-13
Implantable devices,In-House,Medical Device,Quality And Regulatory Specialist,a0dPQ000003tVELYA2,003PQ00000oyMu5YAE,SQL,P1 - Contact Us,EMEA,Small,Quality,Qx,SEO,2025-03-14
Sterile injectables,In-House,Pharma & BioTech,Production Manager,a0dPQ000003vLlyYAE,003PQ00000oya3pYAA,Recycled,P1 - Video Demo,APAC & Oceania,Medium,Mx,Mx,SEO,2025-03-17
,,Medical Device,,a0dPQ000003tVB7YAM,003PQ00000oyd1hYAA,Recycled,P1 - Video Demo,EMEA,Small,Qx,Qx,Online Ads,2025-03-14
,,Non-Life Science,Customer Service Administrator,a0dPQ000003tkEzYAI,003PQ00000p0AJqYAM,Recycled,P1 - Video Demo,EMEA,Medium,Qx,Qx,SEO,2025-03-14
Advanced additive manufacturing,In-House,Medical Device,,a0dPQ000003uha1YAA,003PQ00000p343KYAQ,SQL,P1 - Website Pricing,EMEA,Small,Quality,Qx,SEO,2025-03-17
"Viral vector manufacturing (AAV, LV)",CDMO,Pharma & BioTech,Quality Control Analyst,a0dPQ000003v21lYAA,003PQ00000p3L0vYAE,Recycled,P1 - MQL Referral,Americas,Medium,MISSING/BLANK,Qx,Referrals,2025-03-17
In-vitro diagnostic (IVD) kits,In-House,Blood & Biologics,,a0dPQ000005su0lYAA,003PQ00000pP17yYAC,Recycled,P1 - Contact Us,Americas,Medium,Product Development,Qx,Direct/Inbound,2025-06-25
,,Non-Life Science,,a0dPQ000003uwHKYAY,003PQ00000p3vagYAA,Recycled,P1 - Contact Us,Americas,Small,Quality,Qx,SEO,2025-03-17
,,Non-Life Science,,a0dPQ000003vO5VYAU,003PQ00000p4itgYAA,Recycled,P1 - Video Demo,APAC & Oceania,Medium,Qx,Qx,Online Ads,2025-03-17
,,Pharma & BioTech,,a0dPQ000003uxGbYAI,003PQ00000p5isgYAA,Recycled,Priority 2,Americas,Large,Mx,Mx,External Demand Gen,2025-03-17
,,Pharma & BioTech,,a0dPQ000003vO2HYAU,003PQ00000pCWLKYA4,Exclude,P1 - Video Demo,,Medium,Qx,Qx,SEO,2025-03-17
Biologic API,CDMO,Pharma & BioTech,Deputy manager in QA,a0dPQ000003vO3tYAE,003PQ00000pCgR7YAK,SQL,P1 - Video Demo,APAC & Oceania,Medium,Qx,Qx,SEO,2025-03-17
Diagnostic Equipment,In-House,Non-Life Science,,a0dPQ000003ukPpYAI,003PQ00000pDTd7YAG,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Online Ads,2025-03-17
Medical gas,In-House,Medical Device,Chief Operating Officer and Partner,a0dPQ000003vKzZYAU,003PQ00000pEpjjYAC,SQL,P1 - Contact Us,Americas,Small,Qx,Qx,Online Ads,2025-03-17
,,Non-Life Science,,a0dPQ000003vLSbYAM,003PQ00000pFr6sYAC,Recycled,P1 - Video Demo,Americas,Small,Qx,Qx,Online Ads,2025-03-17
Lab Instruments,In-House,Medical Device,,a0dPQ000003zA5ZYAU,003PQ00000pHHyLYAW,Recycled,P1 - Webinar Demo,Americas,Medium,Mx,Mx,Direct/Inbound,2025-03-24
Not Enough Info Found,In-House,Pharma & BioTech,,a0dPQ000003xVm1YAE,003PQ00000pPe3JYAS,Recycled,Priority 2,Americas,Small,Qx,Qx,Outbound Prospecting,2025-03-20
In-vitro diagnostic (IVD) kits,In-House,Medical Device,,a0dPQ000003x1j7YAA,003PQ00000pPoGPYA0,Exclude,P1 - Video Demo,APAC & Oceania,Medium,Qx,Qx,SEO,2025-03-20
,,Non-Life Science,,a0dPQ000003xCzVYAU,003PQ00000pQJT7YAO,Recycled,P1 - Video Demo,EMEA,Medium,Qx,Qx,SEO,2025-03-20
Medical gas,In-House,Medical Device,,a0dPQ000003x4AjYAI,003PQ00000pRkuFYAS,Recycled,P1 - Video Demo,Japan,Large,Qx,Qx,SEO,2025-03-20
Specialty Chemical Manufacturing,In-House,Blood & Biologics,,a0dPQ000003wv7RYAQ,003PQ00000pSS2PYAW,SQL,P1 - Contact Us,Americas,Medium,Mx,Mx,Online Ads,2025-03-19
Blood and Plasma-related products,In-House,Blood & Biologics,Quality Systems and Compliance Specialist,a0dPQ00000480i6YAA,003PQ00000pHsGLYA0,Recycled,Priority 2,Americas,Medium,Logbooks,Mx,Email,2025-04-08
Radiopharmaceuticals,In-House,Pharma & BioTech,Associate Director PET Quality Assurance,a0dPQ000004eTQoYAM,003PQ00000pIUbsYAG,Recycled,Priority 2,Americas,Medium,Mx,Mx,External Demand Gen,2025-05-22
Non-manufacturing organization,Services / Consulting,Pharma & BioTech,,a0dPQ000003vngbYAA,003PQ00000pLIfhYAG,Exclude,Priority 2,Americas,Medium,Manufacturing,Mx,Email,2025-03-18
Non-manufacturing organization,Services / Consulting,Pharma & BioTech,,a0dPQ000003wCGoYAM,003PQ00000pLIfhYAG,Exclude,No Priority,Americas,Large,Manufacturing,Mx,Email,2025-03-19
,,Non-Life Science,,a0dPQ000003vo1ZYAQ,003PQ00000pLStZYAW,Recycled,P1 - Website Pricing,Americas,Medium,MISSING/BLANK,Qx,Direct/Inbound,2025-03-18
,,Non-Life Science,,a0dPQ000003vp8vYAA,003PQ00000pLWFdYAO,Recycled,Priority 2,Americas,Medium,Qx,Qx,Online Ads,2025-03-18
,,Non-Life Science,Quality Manager,a0dPQ000003woM5YAI,003PQ00000pSqERYA0,Recycled,P1 - Video Demo,Americas,Small,Qx,Qx,Online Ads,2025-03-19
,,Non-Life Science,,a0dPQ000003wg6nYAA,003PQ00000pSso5YAC,,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2025-03-19
,,Blood & Biologics,,a0dPQ000003wTazYAE,003PQ00000pLoCYYA0,Recycled,P1 - Live Demo,APAC & Oceania,Medium,Ax,Qx,Direct/Inbound,2025-03-19
,,Non-Life Science,"Manager, Quality",a0dPQ0000083XkRYAU,003PQ00000pLxvnYAC,Recycled,Priority 2,Americas,Large,Qx,Qx,Email,2025-08-25
,,Non-Life Science,"Manager, Quality",a0dPQ00000BO354YAD,003PQ00000pLxvnYAC,Recycled,Priority 2,Americas,Large,Qx,Qx,External Demand Gen,2025-11-03
,,Non-Life Science,"Manager, Quality",a0dPQ00000EXQOfYAP,003PQ00000pLxvnYAC,Recycled,Priority 2,Americas,Large,Qx,Qx,Email,2025-12-11
Surgical instruments,In-House,Pharma & BioTech,Senior Engineering Manager,a0dPQ000003wgl7YAA,003PQ00000pMeizYAC,Recycled,Priority 2,Americas,Large,Quality,Qx,SEO,2025-03-19
Surgical instruments,In-House,Pharma & BioTech,Senior Engineering Manager,a0dPQ000004ndvZYAQ,003PQ00000pMeizYAC,Recycled,Priority 2,Americas,Large,Mx,Mx,Email,2025-05-27
Surgical instruments,In-House,Pharma & BioTech,Senior Engineering Manager,a0dPQ000009J2liYAC,003PQ00000pMeizYAC,Recycled,Priority 2,Americas,Large,Qx,Qx,Online Ads,2025-09-29
Surgical instruments,In-House,Pharma & BioTech,Senior Engineering Manager,a0dPQ00000AcA74YAF,003PQ00000pMeizYAC,SQO,Priority 2,Americas,Large,Mx,Mx,Email,2025-10-23
,,Blood & Biologics,,a0dPQ000003x64TYAQ,003PQ00000pMhKHYA0,Recycled,P1 - Website Pricing,EMEA,Small,Mx,Mx,Online Ads,2025-03-20
,,Blood & Biologics,,a0dPQ000004TpCvYAK,003PQ00000pMhKHYA0,Recycled,No Priority,EMEA,Small,Logbooks,Mx,Outbound Prospecting,2025-05-13
Non-manufacturing organization,CPO,Pharma & BioTech,,a0dPQ000003vy7NYAQ,003PQ00000pN2VBYA0,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2025-03-18
,,Non-Life Science,,a0dPQ0000044vBtYAI,003PQ00000pN4aDYAS,Recycled,No Priority,Americas,Small,Qx,Qx,Direct/Inbound,2025-04-02
,,Non-Life Science,,a0dPQ000003wJGfYAM,003PQ00000pNEbQYAW,Recycled,P1 - Video Demo,,Medium,Qx,Qx,Online Ads,2025-03-19
,,Non-Life Science,,a0dPQ000003wmVZYAY,003PQ00000pTlxTYAS,Exclude,P1 - Video Demo,,Small,Qx,Qx,Online Ads,2025-03-19
,,Pharma & BioTech,Consultant to CEO,a0dPQ000003yxGPYAY,003PQ00000pVwARYA0,Recycled,P1 - Live Demo,EMEA,Small,Mx,Mx,Events,2025-03-24
,,Pharma & BioTech,,a0dPQ000003x3o9YAA,003PQ00000pW6rMYAS,Recycled,Priority 2,APAC & Oceania,Medium,Qx,Qx,Outbound Prospecting,2025-03-20
Non-manufacturing organization,Not Enough Info Found,Medical Device,Senior Applications Engineer,a0dPQ000003xzFRYAY,003PQ00000pOcEsYAK,Recycled,Priority 2,Americas,Medium,Quality,Qx,SEO,2025-03-21
,,Non-Life Science,Managing Director,a0dPQ000003yzIDYAY,003PQ00000pWIJBYA4,Exclude,P1 - Live Demo,EMEA,Medium,Mx,Mx,Events,2025-03-24
,,Pharma & BioTech,,a0dPQ000003wfSTYAY,003PQ00000pOyleYAC,Exclude,Priority 2,Americas,Medium,Platform,Qx,SEO,2025-03-19
,,Non-Life Science,"Senior Manager Quality, Safety & Environment",a0dPQ000003x4x7YAA,003PQ00000pWSa5YAG,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,SEO,2025-03-20
,,Non-Life Science,,a0dPQ000003x1uPYAQ,003PQ00000pWaNxYAK,Recycled,Priority 2,APAC & Oceania,Medium,Qx,Qx,Email,2025-03-20
,,Pharma & BioTech,,a0dPQ000003x4ttYAA,003PQ00000pWwlHYAS,Recycled,P1 - Video Demo,APAC & Oceania,Large,Qx,Qx,SEO,2025-03-20
Non-manufacturing organization,Services / Consulting,Non-Life Science,CSO,a0dPQ000003x7GfYAI,003PQ00000pXZksYAG,SQL,P1 - Contact Us,EMEA,Small,Quality,Qx,SEO,2025-03-20
In-vitro diagnostic (IVD) kits,In-House,Pharma & BioTech,"Director, Lab Automation and Services Operations",a0dPQ00000ACmG1YAL,003PQ00000pOzdfYAC,Recycled,Priority 2,Americas,Medium,Quality,Qx,SEO,2025-10-16
,,Non-Life Science,,a0dPQ000003xKaTYAU,003PQ00000pYgdlYAC,Recycled,P1 - Video Demo,Americas,Small,Qx,Qx,Online Ads,2025-03-20
Implantable devices,CDMO,Medical Device,Director of Information Solutions,a0dPQ000003xDxBYAU,003PQ00000pYjjkYAC,SQL,P1 - Contact Us,Americas,Medium,Qx,Qx,Online Ads,2025-03-20
In-vitro diagnostic (IVD) kits,In-House,Medical Device,PRINCIPAL SCIENTIST,a0dPQ000003xHO6YAM,003PQ00000pZEPJYA4,SQL,P1 - Video Demo,EMEA,Small,Qx,Qx,Online Ads,2025-03-20
Animal Health,CDMO,Pharma & BioTech,,a0dPQ000003xVndYAE,003PQ00000pZYTBYA4,SQL,Priority 2,Americas,Medium,Qx,Qx,Email,2025-03-20
"Cell therapies (CAR-T, NK)",Research Institute,Blood & Biologics,Project Manager,a0dPQ000004dWqXYAU,003PQ00000pZouGYAS,Recycled,Priority 2,APAC & Oceania,Small,Qx,Qx,Email,2025-05-22
Oligonucleotide synthesis (ASO/siRNA),In-House,Pharma & BioTech,,a0dPQ000003xOcTYAU,003PQ00000paTHfYAM,Recycled,Priority 2,Americas,Small,Qx,Qx,Email,2025-03-20
Non-manufacturing organization,CRO,Non-Life Science,Document Management Specialist,a0dPQ0000045msvYAA,003PQ00000paTTsYAM,Recycled,Priority 2,Americas,Small,Qx,Qx,Email,2025-04-03
Non-manufacturing organization,CRO,Non-Life Science,Document Management Specialist,a0dPQ000004WFmPYAW,003PQ00000paTTsYAM,Recycled,Priority 2,Americas,Small,Qx,Qx,Email,2025-05-15
Non-manufacturing organization,CRO,Non-Life Science,Document Management Specialist,a0dPQ00000B516qYAB,003PQ00000paTTsYAM,Recycled,Priority 2,Americas,Small,Qx,Qx,Email,2025-10-30
In-vitro diagnostic (IVD) kits,In-House,Non-Life Science,Senior Quality Assurance Engineer - Design Controls and Transfer,a0dPQ000003zyAPYAY,003PQ00000paWTpYAM,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2025-03-25
,,Pharma & BioTech,,a0dPQ000003xSY1YAM,003PQ00000paWgjYAE,Recycled,Priority 2,,Small,Mx,Mx,Direct/Inbound,2025-03-20
Oligonucleotide synthesis (ASO/siRNA),In-House,Pharma & BioTech,,a0dPQ000003xXe9YAE,003PQ00000paXuXYAU,Recycled,Priority 2,Americas,Small,Qx,Qx,Email,2025-03-20
,,Non-Life Science,,a0dPQ000003yC1NYAU,003PQ00000pcChKYAU,Recycled,P1 - Video Demo,Americas,Medium,Mx,Mx,Directory Listing,2025-03-21
Medical gas,In-House,Medical Device,,a0dPQ000003xnFuYAI,003PQ00000pcMoZYAU,SQL,P1 - Contact Us,EMEA,Medium,Mx,Mx,Directory Listing,2025-03-21
Specialty Chemical Manufacturing,In-House,Pharma & BioTech,係員,a0dPQ000004teiTYAQ,003PQ00000pdW2fYAE,,P1 - Contact Us,Japan,Medium,Qx,Qx,Email,2025-05-30
,,Pharma & BioTech,"Manager, Quality Assurance & QC",a0dPQ000004JAPZYA4,003PQ00000pdZ6zYAE,Recycled,No Priority,Americas,Medium,MISSING/BLANK,Qx,Outbound Prospecting,2025-04-25
,,Non-Life Science,,a0dPQ000003xnivYAA,003PQ00000peJY3YAM,Recycled,Priority 2,Americas,Medium,Quality,Qx,Direct/Inbound,2025-03-21
,,Non-Life Science,,a0dPQ000003yBtJYAU,003PQ00000pfbO4YAI,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Direct/Inbound,2025-03-21
In-vitro diagnostic (IVD) kits,In-House,Medical Device,,a0dPQ000003y3EDYAY,003PQ00000phH3RYAU,SQL,P1 - Contact Us,Americas,Small,Clinical,Qx,SEO,2025-03-21
Medical gas,In-House,Medical Device,Senior Manufacturing Engineer,a0dPQ000003yEsnYAE,003PQ00000phKe5YAE,Recycled,Priority 2,Americas,Medium,Quality,Qx,Direct/Inbound,2025-03-21
,,Non-Life Science,,a0dPQ000003yAduYAE,003PQ00000phkTkYAI,Recycled,P1 - Website Pricing,Americas,Medium,Qx,Qx,Directory Listing,2025-03-21
Blood and Plasma-related products,In-House,Blood & Biologics,,a0dPQ000003zZTlYAM,003PQ00000pkqnpYAA,SQL,P1 - Video Demo,EMEA,Medium,Qx,Qx,Online Ads,2025-03-25
Oral solid dosage (OSD),CMO,Pharma & BioTech,Quality Assurance Specialist,a0dPQ0000045CxVYAU,003PQ00000pmPUzYAM,Recycled,Priority 2,EMEA,Medium,Logbooks,Mx,Email,2025-04-03
Non-manufacturing organization,Distribution / Wholesale,Unknown,,a0dPQ000003zExBYAU,003PQ00000ppnqxYAA,Recycled,P1 - Video Demo,Americas,Small,Qx,Qx,Online Ads,2025-03-24
"Cell therapies (CAR-T, NK)",CDMO,Pharma & BioTech,Research Services Principal Professional,a0dPQ000003z2eHYAQ,003PQ00000pqdt9YAA,Recycled,Priority 2,Americas,Medium,Mx,Mx,Online Ads,2025-03-24
,,Pharma & BioTech,,a0dPQ000003yr2vYAA,003PQ00000pr13qYAA,Recycled,P1 - Website Pricing,APAC & Oceania,Small,MISSING/BLANK,Qx,Direct/Inbound,2025-03-24
,,Non-Life Science,,a0dPQ000003z8wnYAA,003PQ00000psR98YAE,Recycled,P1 - Contact Us,Americas,Large,Product Development,Qx,Direct/Inbound,2025-03-24
,,Non-Life Science,,a0dPQ000003z04bYAA,003PQ00000ptiHZYAY,Recycled,P1 - Contact Us,EMEA,Small,Qx,Qx,Online Ads,2025-03-24
Non-manufacturing organization,In-House,Pharma & BioTech,Manufacturing Compliance & Mes Lead,a0dPQ00000412ThYAI,003PQ00000ptv2EYAQ,Recycled,No Priority,APAC & Oceania,Medium,MISSING/BLANK,Qx,MISSING/BLANK,2025-03-27
Not Enough Info Found,In-House,Non-Life Science,,a0dPQ0000041MQnYAM,003PQ00000pwWdFYAU,SQO,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2025-03-27
Oral solid dosage (OSD),CMO,Pharma & BioTech,,a0dPQ0000040mGrYAI,003PQ00000pz7GvYAI,Recycled,P1 - Video Demo,APAC & Oceania,Medium,Qx,Qx,SEO,2025-03-27
,,Pharma & BioTech,,a0dPQ000003zh7xYAA,003PQ00000pzvvFYAQ,Recycled,P1 - Contact Us,EMEA,Small,Quality,Qx,Direct/Inbound,2025-03-25
Sterile injectables,In-House,Pharma & BioTech,,a0dPQ000003zgdJYAQ,003PQ00000q0MPBYA2,SQL,P1 - Contact Us,Americas,Small,Quality,Qx,Direct/Inbound,2025-03-25
Non-manufacturing organization,CRO,Pharma & BioTech,,a0dPQ0000045Cz7YAE,003PQ00000q22hJYAQ,Recycled,P1 - Webinar Demo,EMEA,Medium,Logbooks,Mx,Email,2025-04-03
,,Medical Device,,a0dPQ0000040ULZYA2,003PQ00000q2OLHYA2,,Priority 2,Americas,Small,Qx,Qx,Online Ads,2025-03-26
,,Pharma & BioTech,,a0dPQ000003zzeLYAQ,003PQ00000q3sIrYAI,Recycled,P1 - Video Demo,Americas,Small,Qx,Qx,Directory Listing,2025-03-25
,,Non-Life Science,,a0dPQ0000040PH3YAM,003PQ00000q7fZxYAI,Recycled,Priority 2,EMEA,Small,Qx,Qx,Online Ads,2025-03-26
Not Enough Info Found,In-House,Medical Device,,a0dPQ0000040RltYAE,003PQ00000q7pMZYAY,Recycled,Priority 2,EMEA,Large,Qx,Qx,Online Ads,2025-03-26
Nutraceutical manufacturing,CDMO,Pharma & BioTech,Quality Manager,a0dPQ000000wQq9YAE,003PQ00000q86wAYAQ,Recycled,Priority 1,Americas,Small,Qx,Qx,SEO,2024-05-28
Nutraceutical manufacturing,CDMO,Pharma & BioTech,Quality Manager,a0dPQ0000040Ua5YAE,003PQ00000q86wAYAQ,SQL,P1 - Video Demo,Americas,Small,Mx,Mx,Online Ads,2025-03-26
Non-manufacturing organization,Services / Consulting,Non-Life Science,,a0dPQ0000040qE2YAI,003PQ00000q94swYAA,Recycled,P1 - Contact Us,EMEA,Medium,MISSING/BLANK,Qx,Direct/Inbound,2025-03-27
,,Pharma & BioTech,,a0dPQ0000040aIvYAI,003PQ00000q9CiLYAU,Recycled,P1 - Contact Us,Americas,Small,Quality,Qx,Direct/Inbound,2025-03-26
Dental instruments,In-House,Medical Device,Quality Systems application specialist,a0dPQ0000040ecfYAA,003PQ00000q9D9nYAE,SQL,P1 - Video Demo,Americas,Large,Quality,Qx,Direct/Inbound,2025-03-26
Non-manufacturing organization,Software / Technology Development,Non-Life Science,,a0dPQ0000040vLmYAI,003PQ00000qCnALYA0,SQO,Priority 2,EMEA,Medium,Quality,Qx,SEO,2025-03-27
,,Non-Life Science,,a0dPQ0000041ErRYAU,003PQ00000qFBekYAG,Recycled,P1 - Website Pricing,Americas,Small,MISSING/BLANK,Qx,SEO,2025-03-27
Secondary packaging,CPO,Pharma & BioTech,QA Specialist II,a0dPQ0000041MozYAE,003PQ00000qFKDOYA4,Recycled,P1 - MQL Referral,Americas,Medium,MISSING/BLANK,Qx,MISSING/BLANK,2025-03-27
Secondary packaging,CPO,Pharma & BioTech,Project Manager,a0dPQ0000041nqnYAA,003PQ00000qG8DQYA0,Recycled,P1 - MQL Referral,Americas,Medium,MISSING/BLANK,Qx,Referrals,2025-03-28
,,Non-Life Science,,a0dPQ0000041dmbYAA,003PQ00000qGGFlYAO,Recycled,P1 - Website Pricing,EMEA,Medium,Qx,Qx,Online Ads,2025-03-28
